age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
22.0,69000,MORTGAGE,6,EDUCATION,8000,14.91,0.12,N,2,1,8000
22.0,61754,MORTGAGE,6,MEDICAL,10000,14.83,0.14,N,3,1,10000
22.0,36000,RENT,3,VENTURE,13000,11.14,0.36,N,2,1,13000
22.0,45000,RENT,0,EDUCATION,15000,11.48,0.33,N,4,1,15000
22.0,24000,RENT,0,MEDICAL,12250,11.36,0.51,N,3,1,12250
22.0,25000,RENT,6,MEDICAL,8500,11.49,0.34,N,4,1,8500
22.0,36000,RENT,1,HOMEIMPROVEMENT,16000,14.26,0.44,N,4,1,16000
22.0,32000,RENT,2,EDUCATION,12000,14.27,0.38,Y,2,1,12000
22.0,42996,RENT,7,DEBTCONSOLIDATION,14000,12.18,0.33,N,4,1,14000
22.0,29000,RENT,5,VENTURE,6000,15.27,0.21,Y,2,1,6000
22.0,36000,RENT,2,MEDICAL,5000,14.96,0.14,Y,4,1,5000
22.0,51298,RENT,6,EDUCATION,1000,17.19,0.02,Y,3,1,1000
22.0,37200,RENT,6,HOMEIMPROVEMENT,2000,18.39,0.06,Y,4,1,2000
22.0,108000,RENT,1,HOMEIMPROVEMENT,25000,14.96,0.23,N,4,1,25000
22.0,36000,RENT,6,EDUCATION,12000,11.71,0.33,N,4,1,12000
22.0,30000,RENT,0,HOMEIMPROVEMENT,6000,8.9,0.2,N,2,1,6000
22.0,39000,RENT,3,MEDICAL,3000,10.37,0.08,N,3,1,3000
22.0,102616,RENT,2,MEDICAL,18000,7.9,0.18,N,2,1,18000
22.0,60000,RENT,2,DEBTCONSOLIDATION,6400,15.99,0.11,Y,4,1,6400
22.0,59000,RENT,2,EDUCATION,18000,8.9,0.31,N,2,1,18000
22.0,30000,RENT,5,HOMEIMPROVEMENT,8000,19.29,0.27,N,2,1,8000
22.0,56950,RENT,6,MEDICAL,7550,10.75,0.11,N,4,1,7550
22.0,42000,RENT,4,PERSONAL,15250,11.26,0.36,N,4,1,15250
22.0,30000,RENT,4,DEBTCONSOLIDATION,10000,13.49,0.33,Y,3,1,10000
22.0,89250,RENT,2,MEDICAL,7500,15.05,0.09,Y,3,1,7500
22.0,59000,MORTGAGE,4,VENTURE,6000,21.36,0.1,Y,2,1,6000
22.0,35496,RENT,5,VENTURE,3200,14.54,0.09,Y,3,1,3200
22.0,30000,RENT,3,PERSONAL,12000,8.49,0.4,N,2,1,12000
22.0,36996,RENT,2,HOMEIMPROVEMENT,12000,11.58,0.33,N,2,1,12000
22.0,44000,RENT,1,VENTURE,7000,16.07,0.16,Y,3,1,7000
22.0,66000,RENT,1,HOMEIMPROVEMENT,15000,14.82,0.23,N,4,1,15000
22.0,31000,RENT,5,VENTURE,3600,10.83,0.12,N,3,1,3600
22.0,27996,RENT,0,VENTURE,12250,7.51,0.44,N,4,1,12250
22.0,55000,MORTGAGE,6,PERSONAL,6000,12.99,0.11,N,3,1,6000
22.0,50000,RENT,0,DEBTCONSOLIDATION,3000,15.99,0.06,Y,2,1,3000
22.0,54000,RENT,1,DEBTCONSOLIDATION,8000,15.58,0.15,N,3,1,8000
22.0,32000,RENT,2,PERSONAL,4500,15.96,0.14,N,3,1,4500
22.0,70000,RENT,3,PERSONAL,25000,11.86,0.36,N,2,1,25000
22.0,31000,RENT,6,DEBTCONSOLIDATION,12000,14.11,0.38,N,3,1,12000
22.0,36000,RENT,0,VENTURE,13750,21.21,0.36,Y,4,1,13750
22.0,30000,RENT,3,EDUCATION,5000,12.69,0.17,N,3,1,5000
22.0,36100,RENT,4,EDUCATION,14000,7.29,0.39,N,2,1,14000
22.0,54000,RENT,6,DEBTCONSOLIDATION,4500,6.62,0.08,N,2,1,4500
22.0,42000,RENT,6,PERSONAL,16750,10.62,0.4,N,4,1,16750
22.0,73000,RENT,6,DEBTCONSOLIDATION,7000,16.29,0.1,Y,2,1,7000
22.0,34000,RENT,6,PERSONAL,10000,10.99,0.29,N,2,1,10000
22.0,79650,RENT,6,HOMEIMPROVEMENT,17000,14.09,0.22,N,3,1,17000
22.0,33000,RENT,6,HOMEIMPROVEMENT,6000,12.68,0.18,N,2,1,6000
22.0,66000,RENT,2,EDUCATION,16000,10.62,0.25,N,2,1,16000
22.0,25000,MORTGAGE,5,HOMEIMPROVEMENT,5000,16.35,0.02,Y,2,1,5000
22.0,45000,RENT,6,EDUCATION,10000,11.14,0.22,N,4,1,10000
22.0,35000,RENT,5,EDUCATION,13000,10.0,0.38,N,2,1,13000
22.0,30000,RENT,2,DEBTCONSOLIDATION,1200,15.21,0.04,Y,4,1,1200
22.0,54000,RENT,1,DEBTCONSOLIDATION,15000,14.42,0.28,N,2,1,15000
22.0,33000,MORTGAGE,6,PERSONAL,7500,15.05,0.22,Y,4,1,7500
22.0,29000,RENT,0,HOMEIMPROVEMENT,4000,12.73,0.14,Y,4,1,4000
22.0,52800,RENT,6,DEBTCONSOLIDATION,7500,16.29,0.15,N,4,1,7500
22.0,27000,RENT,3,MEDICAL,9000,13.79,0.33,Y,3,1,9000
22.0,24000,RENT,2,EDUCATION,4000,15.65,0.17,Y,3,1,4000
22.0,59000,MORTGAGE,6,MEDICAL,20000,11.49,0.34,N,2,1,20000
22.0,42000,RENT,6,PERSONAL,10000,5.42,0.24,N,4,1,10000
22.0,74000,MORTGAGE,4,VENTURE,25000,14.38,0.34,Y,3,1,25000
22.0,31200,RENT,0,MEDICAL,15000,9.32,0.48,N,2,1,15000
22.0,58650,RENT,6,MEDICAL,15000,15.05,0.22,N,4,1,15000
22.0,36000,RENT,1,EDUCATION,6800,19.13,0.19,N,2,1,6800
22.0,60000,RENT,6,PERSONAL,2000,8.49,0.03,N,4,1,2000
22.0,62900,MORTGAGE,6,MEDICAL,10000,14.84,0.14,N,2,1,10000
22.0,59000,RENT,4,EDUCATION,19000,13.49,0.31,Y,2,1,19000
22.0,30000,RENT,2,DEBTCONSOLIDATION,10000,10.37,0.33,N,3,1,10000
22.0,32000,RENT,1,DEBTCONSOLIDATION,2500,13.22,0.08,Y,4,1,2500
22.0,46000,MORTGAGE,3,PERSONAL,11000,15.62,0.24,N,2,1,11000
22.0,42000,RENT,0,DEBTCONSOLIDATION,14500,14.5,0.33,N,3,1,14500
22.0,30000,RENT,0,DEBTCONSOLIDATION,10000,6.62,0.33,N,3,1,10000
22.0,30000,RENT,0,PERSONAL,8000,14.84,0.27,Y,3,1,8000
22.0,39000,RENT,3,MEDICAL,10000,15.95,0.26,N,4,1,10000
22.0,36000,RENT,2,EDUCATION,8000,15.31,0.22,Y,3,1,8000
22.0,59000,MORTGAGE,6,MEDICAL,7200,14.96,0.1,Y,2,1,7200
22.0,37000,RENT,2,EDUCATION,4800,11.83,0.13,N,4,1,4800
22.0,25000,RENT,0,MEDICAL,10500,7.66,0.4,N,3,1,10500
22.0,36000,RENT,6,EDUCATION,12000,7.51,0.33,N,4,1,12000
22.0,49000,MORTGAGE,7,DEBTCONSOLIDATION,14000,16.32,0.29,Y,3,1,14000
22.0,34000,RENT,2,DEBTCONSOLIDATION,3000,21.74,0.09,Y,4,1,3000
22.0,44000,RENT,0,EDUCATION,8500,5.79,0.19,N,4,1,8500
22.0,69000,MORTGAGE,1,HOMEIMPROVEMENT,8400,15.99,0.12,N,3,1,8400
22.0,30000,RENT,0,EDUCATION,12000,11.48,0.4,N,3,1,12000
22.0,48000,RENT,1,PERSONAL,15000,14.65,0.31,N,2,1,15000
22.0,38000,RENT,7,PERSONAL,12000,10.36,0.32,N,2,1,12000
22.0,26000,RENT,4,VENTURE,8500,8.88,0.34,N,4,1,8500
22.0,38004,RENT,7,EDUCATION,13500,11.49,0.36,N,3,1,13500
22.0,31800,RENT,6,DEBTCONSOLIDATION,12000,5.42,0.38,N,3,1,12000
22.0,58650,RENT,3,VENTURE,16800,16.77,0.29,Y,3,1,16800
22.0,36000,RENT,6,PERSONAL,7000,10.74,0.19,N,3,1,7000
22.0,34000,MORTGAGE,6,MEDICAL,10750,16.45,0.32,Y,3,1,10750
22.0,34000,RENT,1,PERSONAL,15000,7.9,0.44,N,4,1,15000
22.0,18000,RENT,0,EDUCATION,3000,15.27,0.17,N,3,1,3000
22.0,39000,MORTGAGE,0,VENTURE,6500,14.61,0.16,Y,4,1,6500
22.0,27800,RENT,6,EDUCATION,14125,6.99,0.51,N,3,1,14125
22.0,54000,RENT,6,DEBTCONSOLIDATION,4800,11.71,0.09,N,3,1,4800
22.0,49000,RENT,1,EDUCATION,8000,11.49,0.16,N,4,1,8000
22.0,91800,RENT,0,MEDICAL,16000,14.54,0.16,Y,3,1,16000
22.0,48000,RENT,6,DEBTCONSOLIDATION,15000,10.65,0.31,N,3,1,15000
22.0,31000,RENT,1,DEBTCONSOLIDATION,2500,13.61,0.08,N,4,1,2500
22.0,83000,RENT,3,PERSONAL,16000,15.31,0.19,N,4,1,16000
22.0,30000,RENT,3,VENTURE,10000,7.51,0.33,N,3,1,10000
22.0,33150,RENT,0,VENTURE,11500,12.98,0.35,Y,4,1,11500
22.0,32000,RENT,1,HOMEIMPROVEMENT,7000,15.27,0.22,Y,2,1,7000
22.0,69000,MORTGAGE,6,DEBTCONSOLIDATION,4900,15.99,0.07,N,4,1,4900
22.0,25200,RENT,0,EDUCATION,8000,11.86,0.32,N,4,1,8000
22.0,75000,RENT,3,HOMEIMPROVEMENT,15000,11.71,0.2,N,3,1,15000
22.0,42500,RENT,1,EDUCATION,15000,13.16,0.35,Y,2,1,15000
22.0,39000,RENT,6,EDUCATION,5000,15.21,0.13,Y,2,1,5000
22.0,69600,RENT,6,DEBTCONSOLIDATION,1350,15.31,0.02,N,4,1,1350
22.0,48000,RENT,1,HOMEIMPROVEMENT,3000,10.62,0.06,N,2,1,3000
22.0,26000,MORTGAGE,2,PERSONAL,8000,14.65,0.31,N,3,1,8000
22.0,18000,RENT,0,MEDICAL,3000,14.22,0.17,Y,2,1,3000
22.0,30000,RENT,1,MEDICAL,8500,7.51,0.28,N,2,1,8500
22.0,30000,RENT,6,VENTURE,10000,11.49,0.33,N,4,1,10000
22.0,36000,RENT,2,PERSONAL,10000,16.07,0.28,N,3,1,10000
22.0,64000,MORTGAGE,2,EDUCATION,16000,15.95,0.25,Y,3,1,16000
22.0,60000,RENT,0,VENTURE,24000,7.9,0.4,N,3,1,24000
22.0,30000,RENT,4,EDUCATION,10000,10.37,0.33,N,2,1,10000
22.0,48996,RENT,3,DEBTCONSOLIDATION,6000,14.11,0.12,N,4,1,6000
22.0,44000,RENT,6,VENTURE,20000,15.21,0.45,Y,4,1,20000
22.0,39000,MORTGAGE,3,DEBTCONSOLIDATION,11000,16.77,0.28,N,4,1,11000
22.0,43000,RENT,6,EDUCATION,15000,12.87,0.35,N,2,1,15000
22.0,41000,RENT,6,PERSONAL,8000,15.62,0.2,N,3,1,8000
22.0,40000,RENT,1,DEBTCONSOLIDATION,15000,9.99,0.38,N,4,1,15000
22.0,30000,RENT,4,PERSONAL,15000,6.91,0.5,N,2,1,15000
22.0,30000,RENT,1,VENTURE,12000,7.51,0.4,N,4,1,12000
22.0,34000,RENT,1,MEDICAL,5000,13.79,0.15,Y,2,1,5000
22.0,64000,RENT,7,VENTURE,20000,16.45,0.31,Y,4,1,20000
22.0,30000,RENT,6,VENTURE,12000,13.49,0.4,N,2,1,12000
22.0,44000,RENT,6,EDUCATION,12000,15.58,0.27,N,4,1,12000
22.0,54000,RENT,6,DEBTCONSOLIDATION,19400,15.7,0.35,Y,3,1,19400
22.0,62900,RENT,2,EDUCATION,15000,14.96,0.22,Y,2,1,15000
22.0,59000,RENT,2,EDUCATION,15000,11.83,0.25,N,4,1,15000
22.0,30000,RENT,3,HOMEIMPROVEMENT,10000,13.24,0.33,Y,4,1,10000
22.0,30000,RENT,4,PERSONAL,10000,14.42,0.33,N,2,1,10000
22.0,29000,RENT,0,HOMEIMPROVEMENT,10000,6.54,0.34,N,2,1,10000
22.0,42000,RENT,3,EDUCATION,3200,10.38,0.08,N,4,1,3200
22.0,30000,RENT,2,PERSONAL,10000,11.71,0.33,N,2,1,10000
22.0,60000,RENT,6,VENTURE,24250,7.9,0.42,N,2,1,24250
22.0,72000,MORTGAGE,2,EDUCATION,9500,11.89,0.13,N,3,1,9500
22.0,39000,RENT,2,MEDICAL,15000,11.49,0.38,N,4,1,15000
22.0,30000,RENT,1,MEDICAL,14400,11.71,0.48,N,2,1,14400
22.0,49000,RENT,4,MEDICAL,15000,14.61,0.31,Y,3,1,15000
22.0,30000,RENT,0,EDUCATION,10000,14.84,0.33,Y,3,1,10000
22.0,30000,RENT,2,VENTURE,10000,10.28,0.33,Y,2,1,10000
22.0,62900,MORTGAGE,7,MEDICAL,20000,14.84,0.27,N,4,1,20000
22.0,35000,RENT,1,EDUCATION,15000,11.14,0.43,N,2,1,15000
22.0,39000,RENT,4,EDUCATION,12000,10.38,0.31,N,2,1,12000
22.0,24947,RENT,1,VENTURE,6250,14.74,0.27,N,4,1,6250
22.0,60000,RENT,0,PERSONAL,8000,16.77,0.13,Y,3,1,8000
22.0,57800,MORTGAGE,0,MEDICAL,16000,16.45,0.24,N,2,1,16000
22.0,24000,RENT,1,VENTURE,10000,7.51,0.42,N,4,1,10000
22.0,59000,RENT,6,DEBTCONSOLIDATION,8000,14.27,0.14,Y,3,1,8000
22.0,30000,RENT,3,EDUCATION,11000,5.79,0.37,N,4,1,11000
22.0,30900,RENT,1,HOMEIMPROVEMENT,6000,12.61,0.19,Y,4,1,6000
22.0,48000,RENT,3,EDUCATION,16000,11.89,0.31,N,3,1,16000
22.0,33996,RENT,6,MEDICAL,10000,15.95,0.29,N,4,1,10000
22.0,49000,RENT,6,HOMEIMPROVEMENT,3500,12.69,0.07,N,3,1,3500
22.0,30000,RENT,4,MEDICAL,5000,11.41,0.17,N,4,1,5000
22.0,30000,RENT,3,VENTURE,10000,13.49,0.33,N,2,1,10000
22.0,9600,RENT,2,VENTURE,1750,17.43,0.18,N,2,1,1750
22.0,91800,MORTGAGE,2,DEBTCONSOLIDATION,8400,14.84,0.09,Y,3,1,8400
22.0,44000,RENT,1,VENTURE,4500,15.27,0.1,N,2,1,4500
22.0,34100,RENT,2,PERSONAL,2000,16.77,0.06,Y,3,1,2000
22.0,78000,RENT,0,HOMEIMPROVEMENT,5000,14.96,0.06,Y,3,1,5000
22.0,36000,RENT,0,PERSONAL,10000,15.99,0.28,N,3,1,10000
22.0,15996,RENT,3,MEDICAL,5000,15.31,0.3,Y,3,1,5000
22.0,36000,RENT,2,DEBTCONSOLIDATION,5000,12.61,0.14,N,2,1,5000
22.0,64600,MORTGAGE,6,EDUCATION,2000,14.26,0.03,Y,4,1,2000
22.0,49000,RENT,2,DEBTCONSOLIDATION,12000,16.02,0.24,Y,3,1,12000
22.0,30000,RENT,2,MEDICAL,12000,10.39,0.4,N,4,1,12000
22.0,44000,RENT,1,VENTURE,17000,15.58,0.38,Y,4,1,17000
22.0,40000,RENT,2,DEBTCONSOLIDATION,14000,14.27,0.35,N,2,1,14000
22.0,26400,RENT,0,DEBTCONSOLIDATION,12000,18.25,0.45,N,3,1,12000
22.0,14400,RENT,0,VENTURE,4000,14.17,0.28,N,2,1,4000
22.0,24000,RENT,0,EDUCATION,2750,10.99,0.11,N,4,1,2750
22.0,62900,RENT,2,MEDICAL,16000,14.96,0.22,N,3,1,16000
22.0,31200,RENT,3,VENTURE,10000,10.37,0.32,N,4,1,10000
22.0,35000,RENT,2,EDUCATION,18000,10.25,0.49,N,2,1,18000
22.0,42000,RENT,0,MEDICAL,6000,15.62,0.14,Y,3,1,6000
22.0,38000,RENT,7,DEBTCONSOLIDATION,12000,17.56,0.32,N,3,1,12000
22.0,18000,RENT,1,HOMEIMPROVEMENT,6000,13.49,0.33,Y,3,1,6000
22.0,29244,RENT,1,VENTURE,12000,13.3,0.41,Y,2,1,12000
22.0,60000,RENT,6,DEBTCONSOLIDATION,8000,15.21,0.13,N,2,1,8000
22.0,25568,RENT,6,VENTURE,12000,16.49,0.47,N,4,1,12000
22.0,24000,RENT,0,DEBTCONSOLIDATION,12000,9.64,0.5,N,2,1,12000
22.0,52000,RENT,6,MEDICAL,7000,13.85,0.13,N,4,1,7000
22.0,30000,RENT,6,PERSONAL,10000,6.17,0.33,N,4,1,10000
22.0,30000,RENT,0,DEBTCONSOLIDATION,5000,16.77,0.17,N,4,1,5000
22.0,30000,RENT,4,EDUCATION,10000,13.22,0.33,N,3,1,10000
22.0,32400,RENT,2,VENTURE,10000,13.11,0.31,N,2,1,10000
22.0,108000,MORTGAGE,0,DEBTCONSOLIDATION,14000,14.42,0.13,N,3,1,14000
22.0,52000,RENT,5,VENTURE,18000,9.45,0.35,N,2,1,18000
22.0,36628,MORTGAGE,4,MEDICAL,5000,15.62,0.14,N,4,1,5000
22.0,45900,RENT,5,EDUCATION,15000,13.55,0.34,Y,2,1,15000
22.0,37200,RENT,4,PERSONAL,10000,7.49,0.27,N,4,1,10000
22.0,39000,MORTGAGE,3,DEBTCONSOLIDATION,5600,17.49,0.14,N,4,1,5600
22.0,59000,RENT,3,HOMEIMPROVEMENT,2500,14.74,0.04,N,4,1,2500
22.0,32004,RENT,3,PERSONAL,10000,10.83,0.31,N,2,1,10000
22.0,60000,RENT,6,DEBTCONSOLIDATION,17000,17.19,0.28,N,4,1,17000
22.0,30000,RENT,0,VENTURE,13250,15.65,0.44,N,2,1,13250
22.0,70000,RENT,6,HOMEIMPROVEMENT,23000,14.96,0.32,N,3,1,23000
22.0,45996,RENT,0,DEBTCONSOLIDATION,20000,16.0,0.43,Y,3,1,20000
22.0,35280,RENT,3,MEDICAL,4000,15.62,0.11,Y,3,1,4000
22.0,27000,RENT,6,EDUCATION,11000,10.65,0.41,N,4,1,11000
22.0,30000,RENT,1,EDUCATION,10000,13.22,0.33,Y,4,1,10000
22.0,47004,RENT,1,EDUCATION,15000,11.58,0.32,N,3,1,15000
22.0,37200,RENT,4,PERSONAL,13000,7.49,0.34,N,2,1,13000
22.0,40525,MORTGAGE,6,EDUCATION,4800,14.96,0.12,Y,4,1,4800
22.0,30000,RENT,1,HOMEIMPROVEMENT,3000,9.63,0.1,N,4,1,3000
22.0,30000,RENT,6,EDUCATION,3000,15.99,0.1,N,2,1,3000
22.0,19200,RENT,2,PERSONAL,6250,13.72,0.33,N,2,1,6250
22.0,50000,RENT,6,MEDICAL,17000,10.62,0.34,N,3,1,17000
22.0,70000,RENT,1,VENTURE,7000,15.88,0.1,N,3,1,7000
22.0,29361,RENT,0,DEBTCONSOLIDATION,8000,13.11,0.28,N,2,1,8000
22.0,36000,RENT,6,DEBTCONSOLIDATION,12800,14.74,0.36,N,3,1,12800
22.0,26000,RENT,7,MEDICAL,7200,15.96,0.27,N,4,1,7200
22.0,32400,RENT,2,DEBTCONSOLIDATION,10000,9.91,0.31,N,4,1,10000
22.0,30000,MORTGAGE,0,PERSONAL,2000,7.37,0.07,N,3,1,2000
22.0,28000,RENT,6,VENTURE,12000,12.53,0.42,N,4,1,12000
22.0,30000,RENT,5,MEDICAL,8000,12.69,0.27,N,3,1,8000
22.0,30000,RENT,1,DEBTCONSOLIDATION,10000,7.29,0.33,N,4,1,10000
22.0,54000,MORTGAGE,5,MEDICAL,5000,11.99,0.09,N,3,1,5000
22.0,98000,RENT,6,HOMEIMPROVEMENT,20000,14.96,0.2,Y,2,1,20000
22.0,33852,RENT,2,PERSONAL,17000,17.26,0.5,Y,2,1,17000
22.0,26000,RENT,6,PERSONAL,10000,10.65,0.38,N,2,1,10000
22.0,30000,RENT,0,PERSONAL,14500,13.16,0.47,Y,4,1,14500
22.0,47000,RENT,0,EDUCATION,15000,11.11,0.32,N,2,1,15000
22.0,25000,RENT,4,DEBTCONSOLIDATION,8800,6.03,0.36,N,2,1,8800
22.0,29004,RENT,3,MEDICAL,1500,10.95,0.05,N,3,1,1500
22.0,30000,RENT,3,EDUCATION,15000,12.53,0.5,N,3,1,15000
22.0,43920,MORTGAGE,6,PERSONAL,6000,7.14,0.14,N,2,1,6000
22.0,39000,RENT,1,VENTURE,8000,16.07,0.21,Y,2,1,8000
22.0,84000,RENT,6,HOMEIMPROVEMENT,8000,8.0,0.09,N,4,1,8000
22.0,54000,RENT,3,MEDICAL,13000,12.53,0.24,N,2,1,13000
22.0,48000,RENT,3,MEDICAL,16750,7.9,0.35,N,4,1,16750
22.0,33000,RENT,3,PERSONAL,10000,15.21,0.29,N,3,1,10000
22.0,58175,RENT,2,MEDICAL,20000,18.09,0.34,Y,2,1,20000
22.0,48000,RENT,6,DEBTCONSOLIDATION,7000,10.65,0.15,N,4,1,7000
22.0,73000,MORTGAGE,6,HOMEIMPROVEMENT,6200,14.27,0.09,N,2,1,6200
22.0,59000,RENT,3,VENTURE,4500,17.49,0.08,N,4,1,4500
22.0,59000,RENT,1,EDUCATION,13000,15.31,0.22,Y,3,1,13000
22.0,30000,RENT,0,MEDICAL,4000,11.48,0.13,N,4,1,4000
22.0,54000,RENT,1,VENTURE,19400,20.48,0.35,N,3,1,19400
22.0,62050,RENT,1,MEDICAL,30000,16.49,0.41,Y,4,1,30000
22.0,30000,RENT,0,EDUCATION,10000,5.79,0.33,N,4,1,10000
22.0,30000,RENT,3,EDUCATION,10000,9.25,0.33,N,3,1,10000
22.0,24000,RENT,0,EDUCATION,8000,10.37,0.33,N,2,1,8000
22.0,59000,RENT,2,DEBTCONSOLIDATION,10000,14.96,0.17,Y,3,1,10000
22.0,30000,RENT,6,MEDICAL,2500,12.69,0.08,N,2,1,2500
22.0,62900,RENT,6,MEDICAL,12000,15.95,0.16,N,3,1,12000
22.0,29004,RENT,6,PERSONAL,7750,8.94,0.26,N,3,1,7750
22.0,37600,RENT,6,EDUCATION,15000,6.03,0.4,N,3,1,15000
22.0,40000,RENT,6,EDUCATION,14400,10.65,0.35,N,4,1,14400
22.0,35300,RENT,2,EDUCATION,6000,14.27,0.17,N,2,1,6000
22.0,64000,RENT,3,DEBTCONSOLIDATION,6000,11.89,0.09,N,4,1,6000
22.0,73000,RENT,1,EDUCATION,10000,16.0,0.14,Y,2,1,10000
22.0,34404,RENT,2,PERSONAL,4000,15.05,0.12,N,3,1,4000
22.0,30000,RENT,4,DEBTCONSOLIDATION,10000,11.14,0.33,N,4,1,10000
22.0,50000,RENT,0,DEBTCONSOLIDATION,8600,17.27,0.17,Y,3,1,8600
22.0,12000,RENT,4,VENTURE,4700,7.51,0.04,N,4,1,4700
22.0,45000,RENT,7,VENTURE,14000,11.36,0.31,N,3,1,14000
22.0,39000,RENT,1,EDUCATION,8000,10.83,0.2,N,3,1,8000
22.0,38000,RENT,0,MEDICAL,12800,12.84,0.34,N,4,1,12800
22.0,30000,RENT,3,EDUCATION,10000,7.51,0.33,N,4,1,10000
22.0,66000,RENT,0,PERSONAL,18000,16.0,0.27,Y,4,1,18000
22.0,36000,RENT,0,DEBTCONSOLIDATION,2000,14.59,0.05,N,3,1,2000
22.0,31200,RENT,3,EDUCATION,10000,16.45,0.32,Y,2,1,10000
22.0,37000,RENT,2,PERSONAL,15000,12.99,0.41,N,4,1,15000
22.0,80196,RENT,2,PERSONAL,30000,12.68,0.37,Y,2,1,30000
22.0,39300,MORTGAGE,6,MEDICAL,7500,14.61,0.19,N,4,1,7500
22.0,53321,RENT,0,MEDICAL,9000,15.58,0.17,Y,4,1,9000
22.0,49000,MORTGAGE,6,DEBTCONSOLIDATION,19000,10.99,0.39,N,3,1,19000
22.0,60000,RENT,3,EDUCATION,7000,12.73,0.12,Y,2,1,7000
22.0,33800,RENT,0,EDUCATION,13200,9.88,0.39,N,3,1,13200
22.0,30000,RENT,6,PERSONAL,7000,9.62,0.23,N,3,1,7000
22.0,45000,RENT,1,DEBTCONSOLIDATION,3575,13.99,0.08,N,3,1,3575
22.0,30000,RENT,7,PERSONAL,9600,11.36,0.32,N,3,1,9600
22.0,54000,MORTGAGE,4,MEDICAL,3000,15.65,0.06,Y,2,1,3000
22.0,46000,RENT,4,MEDICAL,16000,11.71,0.36,N,2,1,16000
22.0,33456,RENT,2,EDUCATION,5000,15.05,0.15,N,4,1,5000
22.0,56400,RENT,5,DEBTCONSOLIDATION,8000,16.49,0.14,N,3,1,8000
22.0,40000,RENT,3,DEBTCONSOLIDATION,9500,11.71,0.24,N,4,1,9500
22.0,30000,RENT,0,EDUCATION,13000,6.54,0.43,N,4,1,13000
22.0,30000,RENT,2,VENTURE,13750,14.84,0.42,N,4,1,13750
22.0,34000,RENT,2,MEDICAL,7000,14.22,0.21,N,4,1,7000
22.0,46000,MORTGAGE,5,DEBTCONSOLIDATION,5175,16.89,0.11,N,3,1,5175
22.0,32000,RENT,0,EDUCATION,10000,6.54,0.31,N,3,1,10000
22.0,46500,RENT,5,EDUCATION,13250,14.42,0.28,Y,3,1,13250
22.0,74000,MORTGAGE,7,DEBTCONSOLIDATION,20000,13.49,0.27,Y,3,1,20000
22.0,48000,MORTGAGE,0,EDUCATION,15000,11.83,0.31,N,3,1,15000
22.0,37648,RENT,1,MEDICAL,10000,9.63,0.27,N,3,1,10000
22.0,39000,RENT,1,MEDICAL,4000,14.61,0.1,Y,3,1,4000
22.0,30000,RENT,2,PERSONAL,7500,11.48,0.25,N,3,1,7500
22.0,49000,MORTGAGE,2,PERSONAL,6400,15.68,0.13,N,2,1,6400
22.0,70550,RENT,3,MEDICAL,19000,11.12,0.24,N,2,1,19000
22.0,30000,RENT,2,VENTURE,10000,11.14,0.33,N,3,1,10000
22.0,54000,MORTGAGE,6,PERSONAL,2000,11.49,0.04,N,2,1,2000
22.0,60000,RENT,0,VENTURE,24250,11.66,0.4,N,4,1,24250
22.0,54400,RENT,7,MEDICAL,8000,14.42,0.13,N,4,1,8000
22.0,69000,RENT,4,HOMEIMPROVEMENT,10000,16.29,0.14,Y,3,1,10000
22.0,80000,RENT,0,DEBTCONSOLIDATION,25000,14.09,0.31,Y,2,1,25000
22.0,41500,RENT,2,EDUCATION,3000,7.29,0.07,N,3,1,3000
22.0,29000,RENT,6,EDUCATION,12000,14.27,0.41,N,4,1,12000
22.0,26400,RENT,3,PERSONAL,10000,10.99,0.38,N,2,1,10000
22.0,31200,MORTGAGE,6,EDUCATION,4200,14.46,0.13,Y,2,1,4200
22.0,70550,RENT,0,MEDICAL,10000,17.49,0.12,Y,2,1,10000
22.0,39000,RENT,2,PERSONAL,5000,19.41,0.13,Y,4,1,5000
22.0,36000,RENT,0,DEBTCONSOLIDATION,1500,13.16,0.04,Y,2,1,1500
22.0,60500,RENT,0,MEDICAL,5400,15.23,0.09,N,2,1,5400
22.0,33996,RENT,2,EDUCATION,4000,14.74,0.12,Y,3,1,4000
22.0,39000,MORTGAGE,4,DEBTCONSOLIDATION,10000,8.9,0.26,N,3,1,10000
22.0,32400,RENT,0,VENTURE,7500,13.24,0.23,N,2,1,7500
22.0,78000,MORTGAGE,1,HOMEIMPROVEMENT,20000,14.26,0.26,Y,3,1,20000
22.0,39314,RENT,6,DEBTCONSOLIDATION,5000,16.77,0.13,Y,4,1,5000
22.0,44004,RENT,2,PERSONAL,5000,15.05,0.11,Y,4,1,5000
22.0,30000,RENT,4,DEBTCONSOLIDATION,9800,7.51,0.34,N,4,1,9800
22.0,40000,RENT,0,DEBTCONSOLIDATION,6000,9.99,0.15,N,4,1,6000
22.0,40000,RENT,5,EDUCATION,13200,11.71,0.33,N,4,1,13200
22.0,32000,RENT,7,MEDICAL,14500,12.61,0.43,N,3,1,14500
22.0,42000,RENT,3,EDUCATION,21000,11.99,0.5,N,2,1,21000
22.0,73000,MORTGAGE,6,EDUCATION,10000,13.22,0.14,Y,3,1,10000
22.0,32000,RENT,2,PERSONAL,10000,7.88,0.31,N,3,1,10000
